num ;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;     spec. type      
1509;   2259.90;Cl* NGC 2632 ART 240               ;*  ;08 39 21.4733087736 +20 14 40.852537044;     ~   ;15.8     ;     ~   ;     ~   ;~                    
1510;   2260.85;Cl* NGC 2632 JS 428                ;*  ;08 41 23.9028779911 +20 14 57.176979912;     ~   ;16.15    ;14.68    ;     ~   ;K7V                  
1511;   2261.15;SDSS J084253.68+192642.1           ;BiC;08 42 53.683 +19 26 42.17              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1512;   2261.49;Cl* NGC 2632 VL 968                ;*  ;08 40 05.9904457536 +19 02 32.915021712;     ~   ;15.2     ;     ~   ;     ~   ;~                    
1513;   2264.76;SDSS J084254.08+192646.9           ;rG ;08 42 54.083 +19 26 46.93              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1514;   2265.07;Cl* NGC 2632 KW 395                ;*  ;08 41 27.9385998480 +20 14 37.949752644;     ~   ;14.3     ;     ~   ;     ~   ;~                    
1515;   2267.70;LB 1827                            ;blu;08 37 48.0 +19 49 00                   ;     ~   ;17.1     ;     ~   ;     ~   ;~                    
1516;   2268.04;Cl* NGC 2632 KW 490                ;*  ;08 43 00.9685819392 +19 32 06.625054140;     ~   ;13.8     ;     ~   ;     ~   ;~                    
1517;   2269.34;Cl* NGC 2632 ART 454               ;*  ;08 40 34.5236394048 +20 17 44.482638372;     ~   ;15.4     ;     ~   ;     ~   ;~                    
1518;   2270.89;Cl* NGC 2632 ART 29                ;*  ;08 37 48.0144738744 +19 49 14.194854192;     ~   ;15.5     ;     ~   ;     ~   ;~                    
1519;   2271.92;[GZB2006] Prae J084057.3+190258    ;*  ;08 40 57.37 +19 02 57.7                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1520;   2272.74;Gaia DR2 661427441780231168        ;WD?;08 41 27.6985020936 +20 14 47.765695956;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1521;   2273.20;Cl* NGC 2632 KW 164a               ;*  ;08 39 18.245 +20 14 35.55              ;     ~   ;15.6     ;15.6     ;     ~   ;~                    
1522;   2273.72;Cl* NGC 2632 VL 797                ;*  ;08 39 18.1584222744 +20 14 35.575927476;     ~   ;15.1     ;     ~   ;     ~   ;~                    
1523;   2274.55;[SPD2011] 7801                     ;ClG;08 42 55.1 +19 26 57                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1524;   2278.45;Cl* NGC 2632 KW 281                ;*  ;08 40 19.3070797392 +19 02 02.516156556;     ~   ;13.1     ;     ~   ;     ~   ;G8V:                 
1525;   2279.30;SDSS J083823.57+191445.2           ;QSO;08 38 23.5823504592 +19 14 45.197307780;     ~   ;21.22    ;20.60    ;     ~   ;~                    
1526;   2282.46;Cl* NGC 2632 ART 443               ;*  ;08 40 30.8562923064 +20 18 00.413824392;     ~   ;15.7     ;     ~   ;     ~   ;~                    
1527;   2283.15;Cl* NGC 2632 KW 261                ;*  ;08 40 08.4287723808 +19 02 07.508095872;     ~   ;14.5     ;     ~   ;     ~   ;~                    
1528;   2285.98;Cl* NGC 2632 KW 294                ;*  ;08 40 24.7907003040 +19 01 54.044022720;     ~   ;14.2     ;     ~   ;     ~   ;~                    
1529;   2286.24;BD+20 2194                         ;*  ;08 43 04.7885046480 +19 35 42.053361864;     ~   ;11.57    ;11.11    ;     ~   ;A3                   
1530;   2289.20;Cl* NGC 2632 JS 282                ;*  ;08 39 16.5 +20 14 42                   ;     ~   ;18.17    ;16.35    ;     ~   ;~                    
1531;   2289.41;2MASS J08375977+1957279            ;BD*;08 37 59.7485797560 +19 57 27.544632336;     ~   ;     ~   ;     ~   ;     ~   ;L0                   
1532;   2291.88;SDSS J083747.23+194955.8           ;HS*;08 37 47.2436765784 +19 49 55.980713604;     ~   ;     ~   ;     ~   ;     ~   ;sdOHe                
1533;   2293.24;Cl* NGC 2632 KW 446                ;*  ;08 42 11.4251347848 +20 08 41.457784632;     ~   ;14.33    ;13.22    ;     ~   ;~                    
1534;   2294.62;Cl* NGC 2632 ART 713               ;*  ;08 42 20.2975754760 +20 06 44.478023616;     ~   ;15.6     ;     ~   ;     ~   ;~                    
1535;   2295.04;SDSS J084304.94+193450.1           ;QSO;08 43 04.9504744800 +19 34 50.175444720;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1536;   2295.67;LB 5756                            ;blu;08 37 42.0 +19 37 00                   ;     ~   ;18.8     ;     ~   ;     ~   ;~                    
1537;   2296.48;SDSS J084258.11+192752.6           ;BiC;08 42 58.116 +19 27 52.66              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1538;   2297.48;SDSS J083814.43+191654.0           ;QSO;08 38 14.431 +19 16 54.03              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1539;   2297.82;Cl* NGC 2632 KW 105                ;*  ;08 38 32.2652918424 +20 07 52.240187316;     ~   ;12.9     ;     ~   ;     ~   ;G5                   
1540;   2298.94;Gaia DR2 664288611554782336        ;*  ;08 37 42.2180490115 +19 44 15.853447745;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1541;   2298.97;[BBG2010] 109                      ;BD?;08 43 01.2 +19 50 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1542;   2300.23;Cl* NGC 2632 PHJ 24                ;*  ;08 43 01.30 +19 49 59.6                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1543;   2302.29;Cl* NGC 2632 ART 623               ;*  ;08 41 40.3671851760 +19 06 07.047982080;     ~   ;15.37    ;14.33    ;     ~   ;~                    
1544;   2303.39;Cl* NGC 2632 JS 469                ;*  ;08 42 00.4635020496 +20 10 58.788357780;     ~   ;20.07    ;17.66    ;     ~   ;~                    
1545;   2303.75;Cl* NGC 2632 KW 307                ;*  ;08 40 29.5794071208 +19 01 37.606589256;     ~   ;14.0     ;     ~   ;     ~   ;~                    
1546;   2304.48;Cl* NGC 2632 ART 664               ;*  ;08 42 00.4345177368 +19 09 02.779686093;     ~   ;15.5     ;     ~   ;     ~   ;~                    
1547;   2304.76;Cl* NGC 2632 ART 735               ;*  ;08 42 37.5839877456 +20 02 06.606122928;     ~   ;15.7     ;     ~   ;     ~   ;~                    
1548;   2306.40;Cl* NGC 2632 VL 890                ;*  ;08 39 45.1170742992 +19 02 40.206890148;     ~   ;14.8     ;     ~   ;     ~   ;~                    
1549;   2307.60;Cl* NGC 2632 JS 703                ;*  ;08 38 01.1410314768 +19 58 43.011432660;     ~   ;21.28    ;18.39    ;     ~   ;M4.0                 
1550;   2307.79;[BBG2010] 920                      ;BD?;08 40 06.2 +19 01 46                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1551;   2307.87;2MASS J08382186+2005356            ;BD?;08 38 21.8749142376 +20 05 35.766714336;     ~   ;     ~   ;     ~   ;     ~   ;M4.6                 
1552;   2307.88;LEDA 1582342                       ;G  ;08 38 46.172 +19 09 13.15              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1553;   2309.51;BD+20 2184                         ;Ro*;08 41 43.8160475073 +20 13 36.752729096;     ~   ;10.988   ;10.431   ;     ~   ;F7                   
1554;   2309.52;BD+20 2184b                        ;Pl ;08 41 43.8163614906 +20 13 36.755425121;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1555;   2310.34;Cl* NGC 2632 ART 42                ;*  ;08 37 56.2851986376 +19 56 35.926132236;     ~   ;15.4     ;     ~   ;     ~   ;~                    
1556;   2310.75;Cl* NGC 2632 JS 487                ;*  ;08 42 32.2491588360 +19 16 08.265848196;     ~   ;19.17    ;17.21    ;     ~   ;~                    
1557;   2311.29;[GZB2006] Prae J084130.4+190449    ;*  ;08 41 30.43 +19 04 48.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1558;   2311.87;2MASS J08424851+1958092            ;PM*;08 42 48.5085956256 +19 58 09.145044588;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1559;   2313.36;SDSSCGB 70423.1                    ;G  ;08 39 04.137 +20 13 40.79              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1560;   2313.51;SDSS J084306.96+193612.1           ;QSO;08 43 06.960 +19 36 12.20              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1561;   2313.64;K2-100b                            ;Pl ;08 38 24.3004849747 +20 06 21.828303951;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1562;   2313.64;K2-100                             ;Ro*;08 38 24.3002838928 +20 06 21.828057218;     ~   ;11.085   ;10.521   ;     ~   ;G0V                  
1563;   2318.05;SDSSCGB 70423.2                    ;G  ;08 39 03.940 +20 13 44.62              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1564;   2318.63;Cl* NGC 2632 ART 44                ;*  ;08 37 57.0208217184 +19 22 51.268213524;     ~   ;15.3     ;     ~   ;     ~   ;~                    
1565;   2319.56;Cl* NGC 2632 S 27                  ;Ro*;08 37 49.9835270928 +19 53 28.876614576;     ~   ;11.65    ;11.27    ;11.25    ;G8V                  
1566;   2319.79;Cl* NGC 2632 PHJ 5                 ;*  ;08 38 21.84 +20 05 53.1                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1567;   2320.82;Cl* NGC 2632 KW 389                ;*  ;08 41 24.9830196192 +20 15 55.693287972;     ~   ;14.3     ;     ~   ;     ~   ;~                    
1568;   2321.42;Cl* NGC 2632 VL 485                ;*  ;08 37 41.8619788608 +19 46 24.010895352;     ~   ;15.0     ;     ~   ;     ~   ;~                    
1569;   2322.06;Cl* NGC 2632 VL 680                ;*  ;08 38 45.3820036296 +20 10 59.542494348;     ~   ;14.8     ;     ~   ;     ~   ;~                    
1570;   2322.82;2MASS J08382851+2007357            ;*  ;08 38 28.5026453304 +20 07 35.811213744;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1571;   2323.09;2MASS J08425232+1956475            ;*  ;08 42 52.3267156344 +19 56 47.433322716;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1572;   2323.79;Cl* NGC 2632 JC 187                ;Pu*;08 40 05.7148238215 +19 01 30.666359943;     ~   ;13.720   ;12.706   ;12.150   ;K1V                  
1573;   2325.41;Cl* NGC 2632 WJJP 899              ;*  ;08 43 08.2271513908 +19 42 47.541967294;     ~   ;14.53    ;13.32    ;     ~   ;K4V                  
1574;   2325.71;Cl* NGC 2632 S 126                 ;Ro*;08 40 28.6411452639 +20 18 44.794197158;     ~   ;12.432   ;11.604   ;     ~   ;K                    
1575;   2325.85;Cl* NGC 2632 S 23                  ;*  ;08 37 41.0385201624 +19 45 38.015337888;     ~   ;11.00    ;10.75    ;10.499   ;F2                   
1576;   2327.21;SDSSCGB 70423                      ;CGG;08 39 03.8 +20 13 54                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1577;   2327.25;2MASS J08393894+2017188            ;*  ;08 39 38.9381871720 +20 17 18.873362508;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1578;   2327.42;Cl* NGC 2632 KW 85                 ;*  ;08 38 13.8657031224 +20 03 50.574109248;     ~   ;13.0     ;     ~   ;     ~   ;~                    
1579;   2327.83;SDSS J084204.80+201043.3           ;QSO;08 42 04.802 +20 10 43.37              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1580;   2329.12;2MASS J08375474+1956338            ;*  ;08 37 54.7447696608 +19 56 33.922395168;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1581;   2330.18;2MASS J08383322+1911156            ;PM*;08 38 33.2102354496 +19 11 15.597990132;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1582;   2333.10;SDSS J084157.04+201209.2           ;QSO;08 41 57.042 +20 12 09.25              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1583;   2333.98;Cl* NGC 2632 JS 737                ;*  ;08 42 22.6872746976 +20 07 06.325708296;     ~   ;12.99    ;12.10    ;     ~   ;~                    
1584;   2334.40;Cl* NGC 2632 JC 117                ;*  ;08 37 51.8128319952 +19 24 53.767665396;     ~   ;13.90    ;12.92    ;     ~   ;K2.0                 
1585;   2335.59;Cl* NGC 2632 VL 542                ;*  ;08 37 57.1274699472 +19 22 10.805945340;     ~   ;15.1     ;     ~   ;     ~   ;~                    
1586;   2336.36;Cl* NGC 2632 VL 1125               ;*  ;08 41 03.5915880552 +19 02 11.826649716;     ~   ;14.7     ;     ~   ;     ~   ;~                    
1587;   2337.02;2MASS J08424470+1919341            ;BD?;08 42 44.7113679384 +19 19 34.034533104;     ~   ;     ~   ;     ~   ;     ~   ;M2                   
1588;   2338.62;SDSSCGB 70423.4                    ;G  ;08 39 03.347 +20 14 03.52              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1589;   2339.06;2MASS J08430905+1943119            ;BD?;08 43 09.0667660800 +19 43 11.899014276;     ~   ;     ~   ;     ~   ;     ~   ;M5.8                 
1590;   2339.20;Cl* NGC 2632 S 21                  ;*  ;08 37 39.8925372432 +19 45 18.769300884;     ~   ;11.26    ;10.96    ;     ~   ;A5                   
1591;   2339.59;Cl* NGC 2632 KW 447                ;*  ;08 42 12.7715188872 +20 09 26.483522220;     ~   ;13.2     ;     ~   ;     ~   ;~                    
1592;   2339.73;SDSSCGB 70423.3                    ;G  ;08 39 03.650 +20 14 07.16              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1593;   2340.09;Cl* NGC 2632 KW 170                ;*  ;08 39 19.0018451256 +19 04 08.257391616;     ~   ;13.7     ;     ~   ;     ~   ;~                    
1594;   2340.23;2MASS J08415931+2011557            ;PM*;08 41 59.3134215000 +20 11 55.785836112;     ~   ;     ~   ;     ~   ;     ~   ;M2.5                 
1595;   2340.93;Cl* NGC 2632 JS 516                ;Er*;08 43 06.7066919424 +19 47 29.693210026;     ~   ;14.85    ;13.67    ;     ~   ;K5V                  
1596;   2340.98;Cl* NGC 2632 KW 477                ;*  ;08 42 46.3960133856 +20 00 01.309616136;     ~   ;12.69    ;12.2     ;     ~   ;~                    
1597;   2341.08;2MASS J08394203+2017450            ;EB*;08 39 42.0339574272 +20 17 45.101021064;     ~   ;     ~   ;     ~   ;     ~   ;M5V                  
1598;   2341.11;GWAC 211107A                       ;ev ;08 39 42.0 +20 17 45                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1599;   2341.74;Cl* NGC 2632 JS 243                ;Er*;08 38 39.0566320152 +20 10 14.784819780;     ~   ;19.83    ;17.23    ;     ~   ;M3V                  
1600;   2344.57;Cl* NGC 2632 KW 87                 ;*  ;08 38 13.0658510664 +19 16 01.913125332;     ~   ;13.9     ;     ~   ;     ~   ;~                    
1601;   2345.21;FIRST J083751.4+192439             ;rG ;08 37 51.4121408880 +19 24 39.504477204;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1602;   2345.76;2MASS J08374604+1952087            ;G  ;08 37 46.04520 +19 52 08.7348          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1603;   2345.92;Cl* NGC 2632 VL 816                ;*  ;08 39 22.8825931344 +20 16 21.956381256;     ~   ;15.1     ;     ~   ;     ~   ;~                    
1604;   2345.98;2MASS J08374060+1933032            ;Er*;08 37 40.6144039944 +19 33 03.155468076;     ~   ;     ~   ;     ~   ;     ~   ;M2.8                 
1605;   2349.22;2MASS J08422296+2007241            ;BD?;08 42 22.967 +20 07 24.13              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1606;   2349.26;Cl* NGC 2632 ART 778               ;*  ;08 43 09.6015681000 +19 43 42.826643724;     ~   ;15.6     ;     ~   ;     ~   ;~                    
1607;   2350.42;Cl* NGC 2632 JS 255                ;Er*;08 38 55.1690943144 +20 13 08.861387916;     ~   ;20.40    ;17.60    ;     ~   ;M4V                  
1608;   2352.87;Cl* NGC 2632 KW 479                ;*  ;08 42 45.0545574744 +19 19 11.879180112;     ~   ;13.9     ;     ~   ;     ~   ;~                    
1609;   2354.45;2MASS J08431032+1942374            ;*  ;08 43 10.3371150648 +19 42 37.348880148;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1610;   2355.10;SDSS J084008.39+190055.2           ;HB*;08 40 08.3997343032 +19 00 55.277868456;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1611;   2357.48;SDSS J084206.88+190905.5           ;QSO;08 42 06.889 +19 09 05.57              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1612;   2360.30;2MASS J08415007+1906182            ;NIR;08 41 50.078 +19 06 18.22              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1613;   2363.95;[BBG2010] 918                      ;BD?;08 39 05.4974767752 +19 05 13.304711544;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1614;   2364.61;LB 5763                            ;blu;08 37 48.7619553696 +19 54 49.237339608;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1615;   2365.87;Cl* NGC 2632 KW 308                ;PM*;08 40 29.4525325560 +19 00 35.393633424;     ~   ;13.9     ;     ~   ;     ~   ;~                    
1616;   2366.85;Cl* NGC 2632 ART 763               ;*  ;08 42 56.0005144032 +19 23 27.811718124;     ~   ;15.7     ;     ~   ;     ~   ;~                    
1617;   2367.05;Cl* NGC 2632 KW 101a               ;*  ;08 38 27.230 +19 11 44.55              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1618;   2367.15;Cl* NGC 2632 VL 631                ;*  ;08 38 27.2098176888 +19 11 44.681877780;     ~   ;14.8     ;     ~   ;     ~   ;~                    
1619;   2367.93;Cl* NGC 2632 VL 1191               ;*  ;08 41 25.0511532984 +20 16 45.970923540;     ~   ;14.8     ;     ~   ;     ~   ;~                    
1620;   2367.94;2MASS J08422989+2006064            ;*  ;08 42 29.8875775104 +20 06 06.501421044;     ~   ;     ~   ;     ~   ;     ~   ;M0.5                 
1621;   2368.07;2MASS J08374631+1953287            ;LM*;08 37 46.3197859824 +19 53 28.800057084;     ~   ;     ~   ;     ~   ;     ~   ;M2V                  
1622;   2368.49;V* BR Cnc                          ;dS*;08 37 40.7066052072 +19 31 06.306845088;     ~   ;8.48     ;8.25     ;     ~   ;F0Vn                 
1623;   2368.75;SDSS J083903.51+190523.0           ;QSO;08 39 03.513 +19 05 23.01              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1624;   2370.43;HD 73174                           ;SB*;08 37 36.9991109064 +19 43 58.510939908;     ~   ;7.95     ;7.76     ;     ~   ;Am                   
1625;   2371.69;Cl* NGC 2632 S 25                  ;Ro*;08 37 46.6100294766 +19 26 18.046945074;     ~   ;11.243   ;10.635   ;     ~   ;F9V                  
1626;   2372.49;Cl* NGC 2632 JS 497                ;*  ;08 42 42.0730749125 +19 17 32.305764250;     ~   ;16.00    ;14.52    ;     ~   ;K7.3                 
1627;   2372.63;Cl* NGC 2632 VL 488                ;*  ;08 37 42.8242114632 +19 28 56.297394444;     ~   ;15.1     ;     ~   ;     ~   ;~                    
1628;   2376.28;LB 1879                            ;blu;08 43 12.0 +19 38 00                   ;     ~   ;16.6     ;     ~   ;     ~   ;~                    
1629;   2376.35;Cl* NGC 2632 KW 485                ;*  ;08 42 49.9295540640 +19 20 21.162423300;     ~   ;12.53    ;12.28    ;     ~   ;~                    
1630;   2377.47;Cl* NGC 2632 ART 15                ;*  ;08 37 37.9996366560 +19 33 31.678737588;     ~   ;15.6     ;     ~   ;     ~   ;~                    
1631;   2378.08;SDSS J083736.00+194241.1           ;QSO;08 37 36.004 +19 42 41.20              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1632;   2379.05;SDSS J084010.46+201931.3           ;QSO;08 40 10.4610030648 +20 19 31.379603304;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1633;   2379.23;SDSS J083826.79+191133.5           ;G  ;08 38 26.796 +19 11 33.53              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1634;   2380.10;V* BC Cnc                          ;Er*;08 41 10.7573034624 +19 01 53.744040372;     ~   ;21.51    ;18.47    ;     ~   ;M4.5e                
1635;   2380.83;Cl* NGC 2632 VL 783                ;*  ;08 39 10.8306533928 +19 04 16.112984484;     ~   ;15.3     ;     ~   ;     ~   ;~                    
1636;   2381.40;SDSS J083911.35+190411.8           ;G  ;08 39 11.3671564944 +19 04 11.824762260;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1637;   2382.73;SDSS J083743.32+195210.4           ;G  ;08 37 43.3336953744 +19 52 10.561358460;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1638;   2382.96;2MASS J08430186+1954046            ;BD?;08 43 01.8701129952 +19 54 04.557041748;     ~   ;     ~   ;     ~   ;     ~   ;M4.5                 
1639;   2383.87;Cl* NGC 2632 ART 775               ;*  ;08 43 07.4463018624 +19 30 10.565602452;     ~   ;15.5     ;     ~   ;     ~   ;~                    
1640;   2383.90;Cl* NGC 2632 VL 502                ;*  ;08 37 47.5480078392 +19 25 10.101078876;     ~   ;14.7     ;     ~   ;     ~   ;~                    
1641;   2384.48;Cl* NGC 2632 KW 491                ;*  ;08 43 03.6614780640 +19 27 09.960710616;     ~   ;12.53    ;12.33    ;     ~   ;~                    
1642;   2386.14;Cl* NGC 2632 VL 1288               ;*  ;08 42 01.6648782504 +20 12 28.610611920;     ~   ;15.2     ;     ~   ;     ~   ;~                    
1643;   2388.54;Cl* NGC 2632 KW 501                ;*  ;08 43 13.0842318912 +19 39 31.625290332;     ~   ;14.4     ;     ~   ;     ~   ;~                    
1644;   2388.81;PTF1 J084313.05+193901.1           ;RR*;08 43 13.0597371984 +19 39 01.093310064;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1645;   2392.15;SDSS J083735.80+194444.1           ;QSO;08 37 35.802 +19 44 44.10              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1646;   2392.23;2MASS J08430528+1927546            ;BD?;08 43 05.2870445344 +19 27 54.618148377;     ~   ;16.81    ;15.11    ;     ~   ;K7.9                 
1647;   2392.57;Cl* NGC 2632 VL 546                ;*  ;08 37 58.0453963224 +19 19 49.503826452;     ~   ;15.3     ;     ~   ;     ~   ;~                    
1648;   2392.83;2MASS J08383028+2009358            ;PM*;08 38 30.2743457088 +20 09 35.725569264;     ~   ;     ~   ;     ~   ;     ~   ;M3                   
1649;   2393.09;2MASS J08380800+2003505            ;BD?;08 38 08.0120684616 +20 03 50.568175116;     ~   ;     ~   ;     ~   ;     ~   ;M3.5                 
1650;   2395.60;Cl* NGC 2632 VL 1410               ;*  ;08 43 04.9659400848 +19 27 29.825971344;     ~   ;15.2     ;     ~   ;     ~   ;~                    
1651;   2396.61;Cl* NGC 2632 ART 771               ;*  ;08 43 06.3154331640 +19 51 42.632947800;     ~   ;15.6     ;     ~   ;     ~   ;~                    
1652;   2396.81;Cl* NGC 2632 ART 569               ;*  ;08 41 19.2804663600 +20 17 46.585284324;     ~   ;15.5     ;     ~   ;     ~   ;~                    
1653;   2396.93;Cl* NGC 2632 ART 83                ;*  ;08 38 14.8376615136 +20 05 57.500767572;     ~   ;15.2     ;     ~   ;     ~   ;~                    
1654;   2397.33;Cl* NGC 2632 KW 245                ;*  ;08 40 02.4333262320 +19 00 22.182470928;     ~   ;13.6     ;     ~   ;     ~   ;~                    
1655;   2397.58;Cl* NGC 2632 VL 1364               ;*  ;08 42 44.1312804312 +19 17 30.398911692;     ~   ;14.4     ;     ~   ;     ~   ;~                    
1656;   2398.00;Cl* NGC 2632 ART 682               ;*  ;08 42 07.4347599840 +20 11 43.403300340;     ~   ;15.4     ;     ~   ;     ~   ;~                    
1657;   2398.15;Cl* NGC 2632 VL 603                ;*  ;08 38 18.1490499744 +20 06 52.458853824;     ~   ;14.6     ;     ~   ;     ~   ;~                    
1658;   2403.20;Cl* NGC 2632 ART 627               ;*  ;08 41 44.1101258304 +20 15 21.253428432;     ~   ;15.5     ;     ~   ;     ~   ;~                    
1659;   2403.61;Cl* NGC 2632 KW 165                ;*  ;08 39 14.9772035736 +19 03 23.814939492;     ~   ;14.2     ;     ~   ;     ~   ;~                    
1660;   2404.20;BD+20 2133B                        ;*  ;08 37 38.1013077600 +19 31 07.100157108;     ~   ;     ~   ;11.5     ;     ~   ;~                    
1661;   2405.85;Cl* NGC 2632 HSHJ 445              ;Er*;08 43 12.6577126920 +19 34 28.986784896;     ~   ;     ~   ;     ~   ;     ~   ;M3.7                 
1662;   2408.00;Cl* NGC 2632 ART 59                ;*  ;08 38 03.2149583400 +20 02 41.385739200;     ~   ;15.4     ;     ~   ;     ~   ;~                    
1663;   2409.48;Cl* NGC 2632 KW 296                ;*  ;08 40 29.0484906096 +20 20 08.433913380;     ~   ;14.6     ;     ~   ;     ~   ;~                    
1664;   2410.16;Cl* NGC 2632 KW 450                ;*  ;08 42 16.4260034280 +20 10 15.227048748;     ~   ;13.2     ;     ~   ;     ~   ;~                    
1665;   2410.18;Cl* NGC 2632 S 209                 ;Ro*;08 43 10.7666575438 +19 31 34.634872830;     ~   ;12.583   ;11.769   ;     ~   ;G6.8                 
1666;   2411.66;Cl* NGC 2632 VL 1420               ;*  ;08 43 07.5089177952 +19 28 30.304318512;     ~   ;15.2     ;     ~   ;     ~   ;~                    
1667;   2413.68;Cl* NGC 2632 ART 508               ;*  ;08 40 55.2436795464 +19 00 27.180088920;     ~   ;15.4     ;     ~   ;     ~   ;~                    
1668;   2415.17;LEDA 1580896                       ;G  ;08 42 00.0 +19 06 43                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1669;   2415.27;Cl* NGC 2632 ART 385               ;*  ;08 40 14.2228804272 +18 59 48.699407292;     ~   ;15.6     ;     ~   ;     ~   ;~                    
1670;   2416.46;2MASS J08411457+2018289            ;BD?;08 41 14.5819368912 +20 18 28.864835064;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1671;   2418.69;NVSS J083938+190108                ;Rad;08 39 38.680 +19 01 07.91              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1672;   2420.02;2MASS J08382150+2008145            ;Er*;08 38 21.5043446544 +20 08 14.570666916;     ~   ;     ~   ;     ~   ;     ~   ;M4.8                 
1673;   2421.23;V* TX Cnc                          ;EB*;08 40 01.7039106928 +18 59 59.421095623;     ~   ;10.71    ;9.97     ;9.88     ;G0-G1V               
1674;   2422.22;Cl* NGC 2632 VL 1439               ;*  ;08 43 15.4445398320 +19 39 12.395924892;     ~   ;15.1     ;     ~   ;     ~   ;~                    
1675;   2422.52;Cl* NGC 2632 KW 92                 ;*  ;08 38 17.1918863808 +19 12 51.696673452;     ~   ;13.96    ;13.32    ;     ~   ;~                    
1676;   2423.11;Cl* NGC 2632 KW 503a               ;*  ;08 43 15.507 +19 39 12.11              ;     ~   ;15.1     ;15.1     ;     ~   ;~                    
1677;   2423.31;Cl* NGC 2632 ART 492               ;*  ;08 40 48.8419204752 +19 00 02.335713516;     ~   ;15.6     ;     ~   ;     ~   ;~                    
1678;   2423.87;Cl* NGC 2632 KW 383                ;*  ;08 41 16.3681278720 +19 01 32.226749436;     ~   ;14.6     ;     ~   ;     ~   ;~                    
1679;   2425.79;Cl* NGC 2632 JS 373                ;*  ;08 40 37.8860866025 +20 20 17.878550678;     ~   ;16.52    ;14.86    ;     ~   ;M0V                  
1680;   2426.27;CRTS J084008.0+202015              ;EB*;08 40 08.0821406472 +20 20 15.875385684;     ~   ;     ~   ;15.43    ;     ~   ;~                    
1681;   2426.77;2MASS J08391960+2017306            ;*  ;08 39 19.5835253016 +20 17 30.459737652;     ~   ;     ~   ;     ~   ;     ~   ;M3.8                 
1682;   2426.97;SDSS J084029.18+185934.1           ;QSO;08 40 29.181 +18 59 34.14              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
1683;   2427.94;SDSS J084313.86+194616.4           ;QSO;08 43 13.866 +19 46 16.44              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
